4 Jan 1999 - 27 July 2018,EUR/USD,GBP/USD,AUD/USD,USD/CAD,USD/CHF,SP500,DGS10
5/29/13,1.2944,1.5121,0.9632,1.0369,0.9613,1648.359985,2.13
5/30/13,1.3042,1.5207,0.9662,1.0309,0.9558,1654.410034,2.13
5/31/13,1.2988,1.5185,0.9608,1.0337,0.9583,1630.73999,2.16
6/3/13,1.3098,1.5349,0.977,1.029,0.9442,1640.420044,2.13
6/4/13,1.3075,1.5304,0.964,1.0348,0.9485,1631.380005,2.14
6/5/13,1.3088,1.5392,0.9533,1.0346,0.9422,1608.900024,2.1
6/6/13,1.3248,1.5601,0.9592,1.024,0.93,1622.560059,2.08
6/7/13,1.3242,1.5558,0.9494,1.0208,0.9342,1643.380005,2.17
6/10/13,1.3234,1.5556,0.9469,1.0185,0.9357,1642.810059,2.22
6/11/13,1.3278,1.5587,0.9421,1.0191,0.9271,1626.130005,2.2
6/12/13,1.3354,1.5697,0.9513,1.0202,0.9181,1612.52002,2.25
6/13/13,1.3314,1.5698,0.9601,1.017,0.9234,1636.359985,2.19
6/14/13,1.333,1.5686,0.9587,1.0175,0.9222,1626.72998,2.14
6/17/13,1.3341,1.5709,0.9541,1.0175,0.9254,1639.040039,2.19
6/18/13,1.3407,1.5625,0.9493,1.0209,0.9186,1651.810059,2.2
6/19/13,1.3404,1.5657,0.9536,1.0187,0.9192,1628.930054,2.33
6/20/13,1.3214,1.5469,0.9188,1.0383,0.9296,1588.189941,2.41
6/21/13,1.3113,1.5373,0.9191,1.0467,0.9354,1592.430054,2.52
6/24/13,1.3091,1.5404,0.9236,1.0532,0.9345,1573.089966,2.57
6/25/13,1.308,1.5418,0.9248,1.0512,0.9388,1588.030029,2.6
6/26/13,1.3006,1.5332,0.9291,1.0468,0.9432,1603.26001,2.55
6/27/13,1.3016,1.5235,0.9282,1.0479,0.9464,1613.199951,2.49
6/28/13,1.301,1.521,0.9165,1.0513,0.945,1606.280029,2.52
7/1/13,1.306,1.5247,0.9247,1.0499,0.9452,1614.959961,2.5
7/2/13,1.3017,1.5171,0.9158,1.0529,0.9492,1614.079956,2.48
7/3/13,1.3005,1.5264,0.9087,1.0521,0.9475,1615.410034,2.52
7/5/13,1.2831,1.491,0.907,1.0566,0.9624,1631.890015,2.73
7/8/13,1.2863,1.4932,0.9114,1.0578,0.9644,1640.459961,2.65
7/9/13,1.2774,1.4837,0.9161,1.053,0.9736,1652.319946,2.65
7/10/13,1.2846,1.4935,0.9145,1.051,0.9682,1652.619995,2.7
7/11/13,1.3046,1.5127,0.9149,1.0389,0.9496,1675.02002,2.6
7/12/13,1.3048,1.5108,0.9049,1.0393,0.9468,1680.189941,2.61
7/15/13,1.3039,1.5088,0.9086,1.0412,0.9508,1682.5,2.57
7/16/13,1.3144,1.5122,0.9226,1.0388,0.9408,1676.26001,2.55
7/17/13,1.3094,1.5184,0.9209,1.0423,0.9428,1680.910034,2.52
7/18/13,1.3078,1.5193,0.9152,1.0395,0.9468,1689.369995,2.56
7/19/13,1.3142,1.526,0.92,1.0362,0.9401,1692.089966,2.5
7/22/13,1.3193,1.5366,0.9252,1.0336,0.9357,1695.530029,2.5
7/23/13,1.3212,1.5354,0.9259,1.0305,0.9368,1692.390015,2.53
7/24/13,1.3228,1.5367,0.9186,1.0298,0.9354,1685.939941,2.61
7/25/13,1.3234,1.5333,0.9192,1.0283,0.9336,1690.25,2.61
7/26/13,1.3269,1.5368,0.9242,1.0292,0.9289,1691.650024,2.58
7/29/13,1.3262,1.5355,0.921,1.0259,0.9308,1685.329956,2.61
7/30/13,1.3266,1.5244,0.906,1.0292,0.9298,1685.959961,2.63
7/31/13,1.3282,1.5177,0.8957,1.0287,0.9284,1685.72998,2.6
8/1/13,1.3217,1.5145,0.8919,1.0338,0.9353,1706.869995,2.74
8/2/13,1.3268,1.5277,0.8901,1.0379,0.9293,1709.670044,2.63
8/5/13,1.3257,1.5347,0.8914,1.0394,0.9302,1707.140015,2.67
8/6/13,1.3296,1.5367,0.8972,1.0378,0.9266,1697.369995,2.67
8/7/13,1.3329,1.5514,0.9014,1.0415,0.9222,1690.910034,2.61
8/8/13,1.3392,1.5555,0.9111,1.0347,0.9194,1697.47998,2.58
8/9/13,1.3338,1.5507,0.9187,1.0302,0.9221,1691.420044,2.57
8/12/13,1.3312,1.5475,0.9177,1.0297,0.9248,1689.469971,2.61
8/13/13,1.3247,1.5451,0.9093,1.0345,0.934,1694.160034,2.71
8/14/13,1.3256,1.5531,0.914,1.0319,0.9354,1685.390015,2.71
8/15/13,1.3263,1.5573,0.9105,1.0339,0.9334,1661.319946,2.77
8/16/13,1.3321,1.5621,0.9193,1.0344,0.9269,1655.829956,2.84
8/19/13,1.3348,1.5665,0.9132,1.0334,0.9247,1646.060059,2.88
8/20/13,1.3426,1.5678,0.9094,1.0374,0.9178,1652.349976,2.82
8/21/13,1.3368,1.5678,0.9013,1.0442,0.9211,1642.800049,2.87
8/22/13,1.3362,1.558,0.9026,1.0511,0.9236,1656.959961,2.9
8/23/13,1.3392,1.5578,0.9038,1.0512,0.9207,1663.5,2.82
8/26/13,1.3369,1.5568,0.9039,1.0513,0.9229,1656.780029,2.79
8/27/13,1.3387,1.5528,0.8964,1.0504,0.9186,1630.47998,2.72
8/28/13,1.3326,1.552,0.8949,1.0491,0.9221,1634.959961,2.78
8/29/13,1.3228,1.5488,0.8924,1.0526,0.9316,1638.170044,2.75
8/30/13,1.3196,1.5468,0.8901,1.0554,0.9313,1632.969971,2.78
9/3/13,1.3164,1.5544,0.9055,1.0532,0.9363,1639.77002,2.86
9/4/13,1.3212,1.5643,0.9187,1.0482,0.9356,1653.079956,2.9
9/5/13,1.312,1.5593,0.9132,1.0499,0.9437,1655.079956,2.98
9/6/13,1.3166,1.5633,0.9205,1.039,0.9385,1655.170044,2.94
9/9/13,1.326,1.5724,0.9233,1.0366,0.9314,1671.709961,2.9
9/10/13,1.326,1.5731,0.9289,1.0357,0.9344,1683.98999,2.96
9/11/13,1.3301,1.5807,0.9312,1.0336,0.9314,1689.130005,2.93
9/12/13,1.3315,1.5819,0.9271,1.0319,0.9286,1683.420044,2.92
9/13/13,1.3276,1.5861,0.9243,1.0341,0.9319,1687.98999,2.9
9/16/13,1.335,1.5927,0.9331,1.0316,0.9258,1697.599976,2.88
9/17/13,1.3357,1.5901,0.9364,1.029,0.9266,1704.76001,2.86
9/18/13,1.3351,1.5965,0.9344,1.0312,0.926,1725.52002,2.69
9/19/13,1.3527,1.6043,0.9444,1.0237,0.9112,1722.339966,2.76
9/20/13,1.3522,1.6021,0.9397,1.0287,0.9104,1709.910034,2.75
9/23/13,1.352,1.6066,0.9444,1.029,0.91,1701.839966,2.72
9/24/13,1.349,1.6006,0.9404,1.0294,0.9114,1697.420044,2.67
9/25/13,1.3536,1.608,0.9386,1.0294,0.9082,1692.77002,2.63
9/26/13,1.3484,1.6012,0.9354,1.0321,0.9105,1698.670044,2.66
9/27/13,1.3537,1.6135,0.9324,1.03,0.905,1691.75,2.64
9/30/13,1.3535,1.6179,0.9342,1.0284,0.9041,1681.550049,2.64
10/1/13,1.3534,1.6208,0.9387,1.0333,0.9064,1695,2.66
10/2/13,1.3592,1.6224,0.9366,1.033,0.9017,1693.869995,2.63
10/3/13,1.3642,1.6169,0.9382,1.0324,0.8972,1678.660034,2.62
10/4/13,1.3582,1.6069,0.9443,1.0306,0.9052,1690.5,2.66
10/7/13,1.3569,1.6082,0.9436,1.0306,0.905,1676.119995,2.65
10/8/13,1.3582,1.6089,0.9449,1.033,0.904,1655.449951,2.66
10/9/13,1.3513,1.5943,0.9434,1.0396,0.9104,1656.400024,2.68
10/10/13,1.3535,1.5975,0.9466,1.0382,0.9104,1692.560059,2.71
10/11/13,1.3559,1.5945,0.9473,1.0383,0.9103,1703.199951,2.7
10/15/13,1.3494,1.5974,0.9523,1.0372,0.9152,1698.060059,2.75
10/16/13,1.349,1.5904,0.9529,1.0345,0.9163,1721.540039,2.69
10/17/13,1.3664,1.6166,0.9642,1.0285,0.9028,1733.150024,2.61
10/18/13,1.3693,1.6184,0.9671,1.0287,0.9013,1744.5,2.6
10/21/13,1.3672,1.6149,0.9662,1.0296,0.9019,1744.660034,2.63
10/22/13,1.3778,1.6221,0.9705,1.0282,0.8947,1754.670044,2.54
10/23/13,1.3786,1.6171,0.9632,1.0384,0.8918,1746.380005,2.51
10/24/13,1.381,1.6186,0.9601,1.0421,0.8916,1752.069946,2.53
10/25/13,1.3794,1.6158,0.9578,1.0449,0.8939,1759.77002,2.53
10/28/13,1.3786,1.6131,0.9569,1.0443,0.8954,1762.109985,2.54
10/29/13,1.377,1.6059,0.9498,1.0445,0.8982,1771.949951,2.53
10/30/13,1.3771,1.6078,0.9491,1.0454,0.8964,1763.310059,2.55
10/31/13,1.3594,1.6068,0.9471,1.0429,0.9056,1756.540039,2.57
11/1/13,1.3488,1.5922,0.9438,1.0442,0.9124,1761.640015,2.65
11/4/13,1.3516,1.595,0.951,1.0414,0.9106,1767.930054,2.63
11/5/13,1.347,1.6044,0.9487,1.0447,0.9126,1762.969971,2.69
11/6/13,1.353,1.608,0.9518,1.0418,0.9109,1770.48999,2.67
11/7/13,1.339,1.6069,0.9469,1.0441,0.9184,1747.150024,2.63
11/8/13,1.3357,1.5995,0.9381,1.0486,0.922,1770.609985,2.77
11/12/13,1.3428,1.5916,0.929,1.05,0.9176,1767.689941,2.8
11/13/13,1.3456,1.6033,0.9324,1.0468,0.9155,1782,2.75
11/14/13,1.3468,1.6077,0.9321,1.0497,0.9152,1790.619995,2.69
11/15/13,1.348,1.6107,0.9365,1.0457,0.9152,1798.180054,2.71
11/18/13,1.352,1.611,0.94,1.0426,0.9121,1791.530029,2.67
11/19/13,1.3529,1.611,0.9412,1.0467,0.9114,1787.869995,2.71
11/20/13,1.3451,1.615,0.9369,1.0446,0.9158,1781.369995,2.8
11/21/13,1.347,1.6155,0.9249,1.0506,0.9146,1795.849976,2.79
11/22/13,1.3547,1.6211,0.9163,1.0534,0.9072,1804.76001,2.75
11/25/13,1.3502,1.6146,0.9148,1.0554,0.9125,1802.47998,2.74
11/26/13,1.3555,1.6187,0.912,1.0547,0.908,1802.75,2.71
11/27/13,1.3563,1.6267,0.9072,1.0595,0.9091,1807.22998,2.74
11/29/13,1.3606,1.6373,0.9125,1.0597,0.9047,1805.810059,2.75
12/2/13,1.3552,1.6365,0.9098,1.0632,0.9076,1800.900024,2.81
12/3/13,1.3604,1.6416,0.9123,1.066,0.903,1795.150024,2.79
12/4/13,1.3555,1.6352,0.9009,1.0696,0.9052,1792.810059,2.84
12/5/13,1.3664,1.6328,0.9069,1.0638,0.8976,1785.030029,2.88
12/6/13,1.369,1.6327,0.9091,1.0663,0.8939,1805.089966,2.88
12/9/13,1.3726,1.6403,0.9084,1.0641,0.8914,1808.369995,2.86
12/10/13,1.3765,1.6424,0.915,1.0622,0.8876,1802.619995,2.81
12/11/13,1.3798,1.6389,0.9066,1.0605,0.8856,1782.219971,2.86
12/12/13,1.3752,1.6326,0.8925,1.0641,0.8902,1775.5,2.89
12/13/13,1.3724,1.6294,0.8961,1.0594,0.8904,1775.319946,2.88
12/16/13,1.3757,1.6311,0.8969,1.0577,0.8876,1786.540039,2.89
12/17/13,1.3748,1.6254,0.8903,1.0611,0.887,1781,2.85
12/18/13,1.3766,1.6388,0.8884,1.0645,0.8872,1810.650024,2.89
12/19/13,1.3666,1.6382,0.8858,1.0677,0.8964,1809.599976,2.94
12/20/13,1.3673,1.6355,0.8918,1.0679,0.8952,1818.319946,2.89
12/23/13,1.3701,1.6356,0.894,1.0602,0.8942,1827.98999,2.94
12/24/13,1.3676,1.6371,0.892,1.0618,0.8961,1833.319946,2.99
12/26/13,1.369,1.6425,0.8885,1.0648,0.8963,1842.02002,3
12/27/13,1.3766,1.6491,0.8886,1.0697,0.8893,1841.400024,3.02
12/30/13,1.3816,1.6522,0.8922,1.064,0.8866,1841.069946,2.99
12/31/13,1.3779,1.6574,0.8929,1.0637,0.8904,1848.359985,3.04
1/2/14,1.367,1.6441,0.8924,1.0634,0.8998,1831.97998,3
1/3/14,1.3606,1.6424,0.8976,1.0612,0.9044,1831.369995,3.01
1/6/14,1.3636,1.6412,0.8961,1.0658,0.9036,1826.77002,2.98
1/7/14,1.3618,1.6421,0.8923,1.0742,0.9086,1837.880005,2.96
1/8/14,1.3586,1.6461,0.8909,1.0802,0.9102,1837.48999,3.01
1/9/14,1.3591,1.6459,0.8886,1.085,0.9085,1838.130005,2.97
1/10/14,1.3664,1.647,0.8985,1.0915,0.9032,1842.369995,2.88
1/13/14,1.3647,1.6379,0.9053,1.0868,0.9026,1819.199951,2.84
1/14/14,1.3682,1.645,0.898,1.0934,0.9009,1838.880005,2.88
1/15/14,1.3604,1.6375,0.8925,1.0932,0.9084,1848.380005,2.9
1/16/14,1.36,1.6335,0.8802,1.0926,0.9064,1845.890015,2.86
1/17/14,1.3554,1.6429,0.8778,1.0959,0.91,1838.699951,2.84
1/21/14,1.356,1.6469,0.8801,1.0971,0.9092,1843.800049,2.85
1/22/14,1.3546,1.6571,0.8839,1.1069,0.9116,1844.859985,2.87
1/23/14,1.368,1.6612,0.8774,1.1128,0.9002,1828.459961,2.79
1/24/14,1.368,1.6491,0.8715,1.1063,0.8949,1790.290039,2.75
1/27/14,1.3679,1.6588,0.8735,1.1097,0.8956,1781.560059,2.78
1/28/14,1.3662,1.6581,0.877,1.1148,0.8984,1792.5,2.77
1/29/14,1.3663,1.6561,0.8763,1.1147,0.8948,1774.199951,2.69
1/30/14,1.3549,1.6487,0.8771,1.1171,0.9042,1794.189941,2.72
1/31/14,1.35,1.645,0.8743,1.1116,0.9052,1782.589966,2.67
2/3/14,1.3523,1.6307,0.8777,1.1074,0.9014,1741.890015,2.61
2/4/14,1.3507,1.63,0.8935,1.1056,0.905,1755.199951,2.64
2/5/14,1.3519,1.6308,0.8911,1.11,0.9042,1751.640015,2.7
2/6/14,1.3604,1.6345,0.8967,1.1065,0.8992,1773.430054,2.73
2/7/14,1.3614,1.6395,0.8959,1.1014,0.8992,1797.02002,2.71
2/10/14,1.3644,1.6419,0.8944,1.1048,0.8967,1799.839966,2.7
2/11/14,1.3654,1.6468,0.9045,1.1024,0.8969,1819.75,2.75
2/12/14,1.3592,1.6578,0.9028,1.0992,0.9006,1819.26001,2.8
2/13/14,1.3669,1.6643,0.8979,1.0979,0.8944,1829.829956,2.73
2/14/14,1.369,1.6736,0.9023,1.0981,0.8928,1838.630005,2.75
2/18/14,1.3758,1.6696,0.9039,1.0952,0.8878,1840.76001,2.71
2/19/14,1.3762,1.6718,0.9027,1.1045,0.8868,1828.75,2.73
2/20/14,1.369,1.664,0.8981,1.1104,0.8912,1839.780029,2.76
2/21/14,1.3722,1.663,0.8961,1.1128,0.8888,1836.25,2.73
2/24/14,1.3744,1.6641,0.9042,1.1058,0.8885,1847.609985,2.75
2/25/14,1.3749,1.6696,0.9025,1.1085,0.887,1845.119995,2.7
2/26/14,1.3668,1.6648,0.8962,1.1117,0.8922,1845.160034,2.67
2/27/14,1.3724,1.6693,0.896,1.1137,0.8872,1854.290039,2.65
2/28/14,1.3806,1.675,0.8933,1.1075,0.881,1859.449951,2.66
3/3/14,1.3763,1.6712,0.8929,1.109,0.881,1845.72998,2.6
3/4/14,1.3731,1.6665,0.894,1.1113,0.8869,1873.910034,2.7
3/5/14,1.3734,1.6729,0.8984,1.105,0.8872,1873.810059,2.7
3/6/14,1.3848,1.6743,0.91,1.0965,0.881,1877.030029,2.74
3/7/14,1.3868,1.6725,0.9071,1.1088,0.8785,1878.040039,2.8
3/10/14,1.388,1.6633,0.9021,1.1104,0.8781,1877.170044,2.79
3/11/14,1.3867,1.6628,0.902,1.1085,0.8783,1867.630005,2.77
3/12/14,1.3904,1.6605,0.8972,1.113,0.8743,1868.199951,2.73
3/13/14,1.3927,1.6677,0.9058,1.1059,0.8726,1846.339966,2.66
3/14/14,1.3924,1.663,0.904,1.1087,0.8712,1841.130005,2.65
3/17/14,1.3927,1.6645,0.9092,1.1052,0.8726,1858.829956,2.7
3/18/14,1.3913,1.6574,0.9134,1.1089,0.8743,1872.25,2.68
3/19/14,1.391,1.6629,0.9103,1.1177,0.8747,1860.77002,2.78
3/20/14,1.3784,1.6511,0.9042,1.1251,0.8833,1872.01001,2.79
3/21/14,1.3783,1.6498,0.909,1.1191,0.8836,1866.52002,2.75
3/24/14,1.3784,1.6491,0.9126,1.1218,0.884,1857.439941,2.74
3/25/14,1.3777,1.6507,0.9147,1.1176,0.8862,1865.619995,2.75
3/26/14,1.3786,1.6566,0.9225,1.1143,0.8854,1852.560059,2.71
3/27/14,1.3752,1.6627,0.9262,1.1056,0.8859,1849.040039,2.69
3/28/14,1.3753,1.6637,0.9239,1.1066,0.8869,1857.619995,2.73
3/31/14,1.3777,1.6675,0.9275,1.1053,0.884,1872.339966,2.73
4/1/14,1.3804,1.6639,0.9252,1.1026,0.8825,1885.52002,2.77
4/2/14,1.3761,1.6634,0.9236,1.103,0.887,1890.900024,2.82
4/3/14,1.3708,1.6583,0.9219,1.1035,0.8921,1888.77002,2.8
4/4/14,1.3704,1.6594,0.9292,1.0978,0.8918,1865.089966,2.74
4/7/14,1.3745,1.6616,0.9265,1.0971,0.8876,1845.040039,2.71
4/8/14,1.3802,1.6743,0.9356,1.0919,0.8836,1851.959961,2.69
4/9/14,1.3816,1.6751,0.9368,1.0902,0.8816,1872.180054,2.71
4/10/14,1.3892,1.6781,0.9424,1.0912,0.8758,1833.079956,2.65
4/11/14,1.3898,1.6736,0.9401,1.096,0.8748,1815.689941,2.63
4/14/14,1.3824,1.6741,0.9409,1.0968,0.8784,1830.609985,2.65
4/15/14,1.3806,1.6725,0.9342,1.098,0.8805,1842.97998,2.64
4/16/14,1.382,1.6794,0.938,1.1027,0.8813,1862.310059,2.65
4/17/14,1.3832,1.6809,0.9339,1.0997,0.8812,1864.849976,2.73
4/21/14,1.379,1.6792,0.9337,1.102,0.8851,1871.890015,2.73
4/22/14,1.3804,1.6833,0.9365,1.1025,0.8851,1879.550049,2.73
4/23/14,1.3814,1.6768,0.9283,1.1034,0.8828,1875.390015,2.7
4/24/14,1.3828,1.6797,0.9257,1.1026,0.8817,1878.609985,2.7
4/25/14,1.3838,1.681,0.9272,1.1041,0.8809,1863.400024,2.68
4/28/14,1.3844,1.6812,0.9254,1.1032,0.8807,1869.430054,2.7
4/29/14,1.3808,1.6829,0.9266,1.0963,0.8845,1878.329956,2.71
4/30/14,1.387,1.6883,0.9282,1.0956,0.88,1883.949951,2.67
5/1/14,1.3867,1.69,0.9275,1.0965,0.8797,1883.680054,2.63
5/2/14,1.3864,1.6865,0.9257,1.0973,0.8789,1881.140015,2.6
5/5/14,1.3884,1.687,0.9276,1.0955,0.8774,1884.660034,2.63
5/6/14,1.3924,1.6976,0.936,1.089,0.8744,1867.719971,2.61
5/7/14,1.3917,1.6964,0.9336,1.0895,0.8758,1878.209961,2.62
5/8/14,1.3864,1.6944,0.9382,1.0856,0.8784,1875.630005,2.61
5/9/14,1.3763,1.6849,0.9358,1.0899,0.886,1878.47998,2.62
5/12/14,1.376,1.6871,0.9364,1.0886,0.8876,1896.650024,2.66
5/13/14,1.3711,1.6838,0.9369,1.0892,0.8894,1897.449951,2.61
5/14/14,1.3718,1.6784,0.9379,1.0887,0.8894,1888.530029,2.54
5/15/14,1.3712,1.6791,0.9346,1.0887,0.8898,1870.849976,2.5
5/16/14,1.3708,1.6827,0.9367,1.0883,0.891,1877.859985,2.52
5/19/14,1.3716,1.6822,0.9343,1.0861,0.8916,1885.079956,2.54
5/20/14,1.3702,1.6847,0.9259,1.09,0.8916,1872.829956,2.52
5/21/14,1.3657,1.6869,0.9215,1.0935,0.8951,1888.030029,2.54
5/22/14,1.3652,1.6859,0.9222,1.0897,0.8948,1892.48999,2.56
5/23/14,1.3628,1.6822,0.9235,1.087,0.8958,1900.530029,2.54
5/27/14,1.3618,1.68,0.924,1.0869,0.8977,1911.910034,2.52
5/28/14,1.3596,1.6709,0.9227,1.0867,0.8982,1909.780029,2.44
5/29/14,1.3608,1.6719,0.9289,1.0837,0.897,1920.030029,2.45
5/30/14,1.364,1.6764,0.9298,1.0867,0.8944,1923.569946,2.48
6/2/14,1.3606,1.6756,0.925,1.0894,0.898,1924.969971,2.54
6/3/14,1.3624,1.6753,0.9255,1.0915,0.8964,1924.23999,2.6
6/4/14,1.3619,1.6747,0.9269,1.0937,0.8956,1927.880005,2.61
6/5/14,1.3618,1.6796,0.9321,1.0935,0.8944,1940.459961,2.59
6/6/14,1.3639,1.6794,0.9328,1.0936,0.8938,1949.439941,2.6
6/9/14,1.3589,1.6798,0.9347,1.0908,0.8974,1951.27002,2.62
6/10/14,1.3543,1.6753,0.9365,1.0914,0.8996,1950.790039,2.64
6/11/14,1.3532,1.6795,0.9391,1.0867,0.8998,1943.890015,2.65
6/12/14,1.3556,1.6853,0.943,1.0851,0.8982,1930.109985,2.58
6/13/14,1.3522,1.6953,0.9396,1.0868,0.9008,1936.160034,2.6
6/16/14,1.3578,1.6988,0.94,1.0849,0.8969,1937.780029,2.61
6/17/14,1.3543,1.6965,0.934,1.0851,0.8998,1941.98999,2.66
6/18/14,1.3567,1.6951,0.934,1.087,0.8976,1956.97998,2.61
6/19/14,1.362,1.7046,0.9406,1.0828,0.8932,1959.47998,2.64
6/20/14,1.3586,1.7014,0.9387,1.0766,0.896,1962.869995,2.63
6/23/14,1.3593,1.701,0.9417,1.0731,0.8948,1962.609985,2.63
6/24/14,1.3588,1.6971,0.938,1.0739,0.8955,1949.97998,2.59
6/25/14,1.3638,1.6986,0.9398,1.0721,0.8918,1959.530029,2.57
6/26/14,1.361,1.7018,0.9405,1.0706,0.8933,1957.219971,2.53
6/27/14,1.3631,1.7016,0.9413,1.0676,0.8919,1960.959961,2.54
6/30/14,1.369,1.7105,0.9427,1.0676,0.8868,1960.22998,2.53
7/1/14,1.3681,1.7147,0.9488,1.0652,0.8871,1973.319946,2.58
7/2/14,1.3656,1.7165,0.9444,1.0667,0.8886,1974.619995,2.64
7/3/14,1.361,1.7152,0.9358,1.0633,0.8934,1985.439941,2.65
7/7/14,1.3604,1.7128,0.9371,1.0662,0.8934,1977.650024,2.63
7/8/14,1.3614,1.7127,0.94,1.0674,0.8924,1963.709961,2.58
7/9/14,1.363,1.713,0.9396,1.0648,0.8918,1972.829956,2.57
7/10/14,1.36,1.7122,0.9387,1.0658,0.8926,1964.680054,2.55
7/11/14,1.3598,1.7108,0.9383,1.072,0.8926,1967.569946,2.53
7/14/14,1.362,1.7079,0.9392,1.0721,0.8918,1977.099976,2.55
7/15/14,1.3573,1.7149,0.9366,1.0766,0.8953,1973.280029,2.56
7/16/14,1.353,1.7131,0.9362,1.0749,0.8984,1981.569946,2.55
7/17/14,1.353,1.7104,0.9372,1.0753,0.8973,1958.119995,2.47
7/18/14,1.3515,1.7069,0.9386,1.0737,0.8989,1978.219971,2.5
7/21/14,1.3524,1.7067,0.9377,1.0736,0.898,1973.630005,2.49
7/22/14,1.347,1.7058,0.9388,1.0744,0.9022,1983.530029,2.48
7/23/14,1.3462,1.7036,0.945,1.0739,0.9024,1987.01001,2.48
7/24/14,1.3468,1.6981,0.9419,1.0741,0.9024,1987.97998,2.52
7/25/14,1.3431,1.6972,0.9404,1.0814,0.9045,1978.339966,2.48
7/28/14,1.344,1.6991,0.941,1.08,0.9037,1978.910034,2.5
7/29/14,1.341,1.6939,0.9378,1.0851,0.9068,1969.949951,2.47
7/30/14,1.3378,1.6903,0.9315,1.0908,0.9096,1970.069946,2.57
7/31/14,1.339,1.6889,0.9301,1.0889,0.9086,1930.670044,2.58
8/1/14,1.3436,1.6832,0.9304,1.0918,0.9048,1925.150024,2.52
8/4/14,1.3414,1.6841,0.9328,1.0916,0.9068,1938.98999,2.51
8/5/14,1.3366,1.6874,0.9301,1.0969,0.9102,1920.209961,2.49
8/6/14,1.3355,1.6833,0.9327,1.0926,0.9095,1920.23999,2.49
8/7/14,1.3362,1.6849,0.9283,1.0922,0.9086,1909.569946,2.43
8/8/14,1.3412,1.6778,0.9277,1.0982,0.905,1931.589966,2.44
8/11/14,1.3385,1.6787,0.9263,1.0933,0.9063,1936.920044,2.44
8/12/14,1.3357,1.6806,0.927,1.0944,0.9082,1933.75,2.46
8/13/14,1.3367,1.6696,0.9302,1.0929,0.9079,1946.719971,2.43
8/14/14,1.3376,1.6694,0.9322,1.091,0.9056,1955.180054,2.4
8/15/14,1.3392,1.6686,0.9306,1.091,0.9026,1955.060059,2.34
8/18/14,1.3358,1.672,0.933,1.0888,0.9066,1971.73999,2.39
8/19/14,1.332,1.662,0.9311,1.0929,0.9089,1981.599976,2.4
8/20/14,1.3284,1.6633,0.9306,1.0944,0.9116,1986.51001,2.43
8/21/14,1.3284,1.6589,0.9302,1.0949,0.9112,1992.369995,2.41
8/22/14,1.3237,1.6574,0.9309,1.0949,0.9142,1988.400024,2.4
8/25/14,1.3206,1.6585,0.9296,1.098,0.9144,1997.920044,2.39
8/26/14,1.3189,1.657,0.932,1.095,0.9167,2000.02002,2.39
8/27/14,1.3192,1.6573,0.9335,1.089,0.9148,2000.119995,2.37
8/28/14,1.3178,1.6579,0.9352,1.0857,0.915,1996.73999,2.34
8/29/14,1.315,1.6585,0.9344,1.0858,0.9174,2003.369995,2.35
9/2/14,1.3124,1.6502,0.9276,1.0923,0.9196,2002.280029,2.42
9/3/14,1.3136,1.6451,0.9341,1.0872,0.9186,2000.719971,2.41
9/4/14,1.2926,1.6349,0.9361,1.0862,0.9327,1997.650024,2.45
9/5/14,1.2956,1.6312,0.9376,1.089,0.9306,2007.709961,2.46
9/8/14,1.2948,1.6141,0.93,1.0933,0.9317,2001.540039,2.48
9/9/14,1.2909,1.6088,0.9207,1.101,0.9348,1988.439941,2.5
9/10/14,1.2908,1.6134,0.9153,1.0954,0.9382,1995.689941,2.54
9/11/14,1.2936,1.6225,0.9115,1.1032,0.9349,1997.449951,2.54
9/12/14,1.2955,1.6243,0.9047,1.1075,0.9337,1985.540039,2.62
9/15/14,1.2951,1.6243,0.9027,1.105,0.9344,1984.130005,2.6
9/16/14,1.2976,1.629,0.9096,1.0985,0.9314,1998.97998,2.6
9/17/14,1.2958,1.6329,0.9028,1.0951,0.9346,2001.569946,2.62
9/18/14,1.2913,1.6372,0.8984,1.0946,0.9344,2011.359985,2.63
9/19/14,1.2835,1.6314,0.8935,1.0968,0.9404,2010.400024,2.59
9/22/14,1.2829,1.634,0.8876,1.1007,0.941,1994.290039,2.57
9/23/14,1.2858,1.637,0.8853,1.1059,0.9386,1982.77002,2.54
9/24/14,1.2788,1.6344,0.887,1.1088,0.9446,1998.300049,2.57
9/25/14,1.2748,1.6313,0.8796,1.1105,0.9467,1965.98999,2.52
9/26/14,1.2686,1.6254,0.8761,1.1162,0.9513,1982.849976,2.54
9/29/14,1.2703,1.6262,0.8738,1.1142,0.9498,1977.800049,2.5
9/30/14,1.2628,1.622,0.8737,1.1207,0.9554,1972.290039,2.52
10/1/14,1.2618,1.6216,0.8734,1.1171,0.9566,1946.160034,2.42
10/2/14,1.267,1.614,0.8793,1.115,0.9532,1946.170044,2.44
10/3/14,1.2517,1.5962,0.8675,1.1254,0.967,1967.900024,2.45
10/6/14,1.2592,1.6029,0.8747,1.1174,0.9626,1964.819946,2.43
10/7/14,1.2626,1.6072,0.8808,1.1182,0.9606,1935.099976,2.36
10/8/14,1.2683,1.6068,0.8751,1.1181,0.9564,1968.890015,2.35
10/9/14,1.2683,1.6123,0.8778,1.115,0.9545,1928.209961,2.34
10/10/14,1.2636,1.6049,0.8719,1.1173,0.9568,1906.130005,2.31
