Mkt-RF,SMB,HML,SMALL LoBM-RF,ME1 BM2-RF,SMALL HiBM-RF,BIG LoBM-RF,ME2 BM2-RF,BIG HiBM-RF,RF
-5.68,-4,5.69,-12.1888,-5.8774,-5.5207,-6.6238,-3.0597,-1.9158,0.52
-2.94,-6.13,0.21,-10.638,-7.7401,-7.8429,-1.4427,-2.5643,-3.8233,0.51
-1.56,-2.95,1.44,-6.0076,-3.3406,-3.1803,-1.424,-0.8778,-1.373,0.51
5.05,7.94,-5.31,17.5752,9.6684,8.2678,5.7468,1.5201,4.4307,0.64
-3.82,-2.01,1.14,-4.6136,-5.851,-4.798,-4.0355,-3.6293,-1.5788,0.7
4.75,2.92,2.18,10.2476,8.9653,7.809,1.547,8.3849,8.3359,0.68
-0.83,-0.23,1.74,-3.1377,-0.3267,0.2963,-0.8417,-0.8381,-0.7974,0.65
-12.75,-7.74,4.04,-23.14,-18.4491,-16.7283,-13.1011,-10.5676,-11.4231,0.56
0.61,-5.26,4.09,-2.9882,-2.8343,-1.9601,-1.9428,4.7297,5.201,0.64
-0.17,9.77,5.99,6.8557,9.5972,13.2709,-1.7511,-1.6565,3.8228,0.63
-0.47,0.08,2.54,-0.5249,-0.0486,1.3626,-1.6688,0.7008,1.5303,0.58
-2.81,2.49,-0.11,-0.9596,-1.2871,-0.1082,-2.3574,-4.0588,-3.4231,0.56
-5.29,-0.65,1.06,-7.1725,-6.4533,-4.3368,-4.3137,-6.6613,-5.0385,0.75
-4.68,-2.98,-2.04,-7.969,-8.5995,-7.4969,-2.3556,-5.8787,-6.9035,0.75
-2.83,-0.2,0.79,-3.8551,-3.0275,-1.8203,-2.6537,-2.3574,-3.0987,0.6
-8.05,0.92,5.14,-7.3183,-4.9468,-3.6921,-10.1335,-5.0886,-3.4839,0.7
-9.35,-0.68,2.5,-10.065,-8.5662,-8.0409,-10.6776,-6.2511,-7.7108,0.6
-11.77,0.27,5.49,-12.5714,-7.8597,-8.1008,-14.4876,-6.8675,-7.9802,0.81
16.1,-3.52,-9.99,13.925,7.1259,7.4337,20.8857,10.7706,7.3921,0.51
-4.51,-1.17,-0.16,-5.6826,-4.8875,-6.0441,-4.5721,-4.016,-4.5213,0.54
-3.45,-4.84,0,-7.8184,-6.2941,-8.4422,-3.9633,-0.7243,-3.3419,0.7
13.66,11.01,8.44,23.8772,26.242,29.9842,9.9697,16.3623,20.7461,0.58
5.56,0.16,-4.56,6.2829,2.7448,3.2534,7.7663,2.3546,1.6744,0.43
2.66,3.76,2.49,7.2379,6.4548,7.9387,2.4811,1.129,6.7549,0.41
4.23,-0.53,-1.11,6.0768,2.8716,2.7269,5.2444,1.6496,6.3807,0.44
5.19,3.83,-4.02,9.7821,6.4058,6.4586,5.2254,5.428,0.5091,0.44
4.83,0.77,1.32,6.5581,7.0071,5.8429,3.9048,5.9406,7.2672,0.41
-6.59,2.68,1.68,-3.3822,-2.9608,-3.0232,-7.9905,-4.4237,-4.9983,0.48
-2.85,-3.24,-0.8,-5.1945,-4.6965,-7.0839,-2.7087,-2.1416,-2.4167,0.48
-4.26,-0.13,0.36,-4.5754,-3.8447,-3.9823,-4.4523,-3.2377,-4.3235,0.53
5.31,-4.03,0.33,0.7373,2.8534,1.4527,5.9703,5.2459,5.9173,0.56
2.64,-1.18,1.98,0.8931,1.9919,3.4126,2.6217,3.1473,4.0565,0.41
-1.6,-0.75,1.73,-2.0747,-0.7588,-1.3625,-2.292,-0.103,0.448,0.48
12.16,4.81,8.57,14.5251,17.9918,24.1491,10.3249,14.0825,17.8412,0.47
0.32,7.04,5.76,6.3539,6.9595,11.9166,-1.6705,1.5102,4.2789,0.34
2.33,-1.19,-0.02,0.8784,1.1468,1.3553,2.4288,2.6117,1.9143,0.4
-1.49,-0.04,-0.07,-1.3959,-1.3954,-1.5325,-2.0131,-0.184,-2.0075,0.42
-1.34,-1.24,-1.32,-1.2173,-2.3957,-3.9491,-0.977,-1.964,-0.887,0.37
4.05,-1.35,0.69,3.4751,3.2369,3.4492,4.0303,4.7491,5.4372,0.43
-1.07,0.3,1.7,-1.5695,0.2315,0.2506,-1.672,-0.2373,-0.0868,0.47
-0.56,-2.02,0.8,-3.8695,-1.7832,-1.6872,-0.7243,0.7551,-1.3006,0.42
2.06,-0.01,-0.3,3.0542,2.0816,1.7432,1.7503,2.6872,2.461,0.44
-2.42,0.23,-0.07,-3.1081,-1.9047,-2.4484,-2.8793,-1.591,-3.679,0.41
0.36,2.31,1.52,3.2345,2.7908,3.4743,-1.1448,2.051,1.6579,0.4
5.65,3,2.23,9.1963,9.1404,9.6711,4.3882,6.228,8.3827,0.4
-4.05,4.78,4.27,0.4362,1.832,2.8665,-6.6687,-1.9631,-0.5612,0.36
-1.95,1.08,0.51,-1.2973,-1.5493,-0.2585,-2.2172,-1.8713,-2.2457,0.35
-1.37,0.99,1,-0.0992,0.3918,-0.2277,-2.0231,-1.0065,0.1153,0.38
0.15,-0.12,3.44,0.6983,0.8816,2.1401,-1.4932,1.6234,3.9412,0.38
-1.46,1.17,0.86,-1.1471,-0.2536,0.3562,-2.1557,-0.4582,-1.9331,0.37
4.71,2.14,-0.67,7.0619,5.8144,6.5659,5.2696,3.3423,4.4223,0.4
-1.69,2.12,-0.6,-0.3746,-0.3862,0.1461,-1.8959,-1.4634,-3.6095,0.42
-1.75,1.51,-2.79,0.2807,-1.275,-1.9213,-0.0926,-3.9041,-3.4625,0.44
-0.27,1.45,-0.49,1.2147,1.3409,0.1909,-1.1259,0.6053,-1.0896,0.43
-4.38,1.27,1.72,-4.354,-2.5767,-2.0427,-4.8083,-4.2908,-3.6806,0.49
4,3.74,0.29,7.7767,6.7947,7.6753,3.5251,3.3153,4.2011,0.5
0.27,1.36,-0.39,2.7476,0.9957,1.0577,-0.2822,0.3842,0.6239,0.49
-6.01,2.22,3.31,-5.1936,-3.3026,-1.7019,-6.9132,-6.1567,-3.7843,0.49
-1.38,3.59,0.75,1.1423,2.0676,2.0675,-2.9976,-0.0885,-2.4178,0.46
2.85,3.49,1.19,5.8724,6.1166,6.5622,1.6551,3.0724,3.3508,0.53
7.88,0.4,-3.56,9.4166,6.9745,6.5972,10.5418,4.9843,6.2476,0.54
1.76,4.56,-0.63,6.6585,5.3347,5.2904,1.4258,0.6321,1.5425,0.51
-1.69,1.72,0.54,-1.5022,0.5617,-0.1406,-1.9346,-2.0962,-2.209,0.54
5.11,0.28,-1.15,6.4416,4.4064,5.1874,6.3352,3.5614,5.2879,0.56
3.75,5.06,-0.44,7.6841,7.5401,8.2782,2.9745,3.8566,1.4937,0.56
-1.43,-0.4,1.88,-2.4771,-0.96,-1.2519,-3.1875,0.357,-0.6593,0.62
-11.91,-9.91,1.4,-23.8033,-19.0424,-19.408,-10.5848,-9.767,-12.1813,0.68
2.71,3.02,-2.23,8.1805,4.3172,3.6809,2.2563,2.5649,2.2962,0.7
0.88,1.25,-2.2,2.2658,1.1474,1.1562,2.0936,-0.0713,-1.1993,0.78
4.23,3.65,2.29,7.7898,7.1301,8.8187,2.4704,4.3073,6.0149,0.77
-3.56,0.44,1.21,-4.1737,-2.9601,-2.6436,-4.4416,-3.0988,-3.5526,0.73
5.68,3.2,-0.7,10.8503,7.5292,7.6761,4.8999,4.8769,6.6735,0.81
-0.06,2.18,1.05,0.8512,2.1983,2.5098,-0.6066,-0.2007,-0.1651,0.8
-2.21,0.56,1.93,-3.4815,-1.5736,-0.1446,-2.6515,-2.0975,-2.1196,0.82
3.85,1.16,1.5,4.91,5.1513,5.3033,2.2883,4.7178,4.8868,0.81
0.82,1.31,1.69,1.2541,3.3839,2.2936,-0.1555,0.9685,2.1817,0.77
5.53,2.07,-1.54,8.3179,6.5801,6.5718,5.9892,4.6177,4.6608,0.77
-0.82,-0.28,-0.91,-0.0402,-1.9536,-1.9531,-1.6753,0.1716,-1.589,0.83
-8.1,-3.33,-1.87,-10.0932,-11.5118,-12.1594,-7.5595,-6.9762,-9.2376,0.87
5.21,2.73,-3.23,9.9055,5.827,5.8754,5.5584,4.7338,3.1256,0.99
1.79,4.22,-2,7.1667,4.3088,4.2458,1.9948,0.1474,0.9198,0.95
5.51,1.68,1.81,7.1373,6.9443,7.731,4.098,5.5402,7.1203,0.8
-1.22,-1.81,0.67,-1.334,-3.8297,-3.5079,-3.9942,1.253,-0.4885,0.89
-12.9,-6.62,-1.08,-20.4944,-17.2182,-18.5463,-10.1652,-11.9796,-14.2683,1.21
3.97,0.94,1.14,4.71,5.2603,4.6171,2.5042,4.384,4.869,1.26
5.26,2.16,0.41,7.3465,7.0985,7.2634,4.8594,4.6055,5.7542,0.81
3.06,1.67,-0.89,4.747,3.7373,3.681,2.5032,2.8758,1.7844,0.61
6.49,4.25,-6.37,12.7697,8.9775,6.6904,8.8129,4.7365,2.1448,0.53
1.8,3.92,-2.64,7.875,4.3304,2.9973,1.5383,0.7632,1.1396,0.64
2.19,0.85,-4.72,4.4791,2.1909,0.1131,3.4095,2.5,-1.6685,0.75
1.06,2.43,-2.78,4.9059,1.228,2.0805,0.8593,1.9495,-1.8837,0.95
9.59,-3.43,-8.4,11.6908,3.4346,1.6411,10.6503,12.502,3.904,0.96
-4.52,-0.26,2.69,-6.5946,-3.0729,-2.6482,-3.4727,-6.0286,-2.0356,1.31
-5.04,3.01,6.86,-4.8361,-0.2128,1.2205,-7.0392,-6.4426,0.6213,1.04
0.57,-0.28,0.99,-1.7272,1.387,1.7123,1.7404,0.1956,0.2761,1.07
3.56,3.65,0.66,6.4721,6.9693,6.4391,2.5999,2.3664,3.9515,1.21
-2.11,4.41,2.27,1.457,2.4486,2.7851,-3.2494,-3.241,-0.0418,1.08
0.11,1.98,-0.42,3.749,1.7952,0.5454,-0.2826,-1.6434,2.0807,1.15
-2.36,-0.84,5.13,-7.0976,-0.5679,-0.0495,-4.5765,0.7546,-1.3665,1.35
-1.54,-2.21,-0.6,-4.0118,-3.6717,-2.8459,0.1329,-1.8068,-2.2253,1.24
-7.04,-1.93,4.86,-11.278,-7.1565,-5.9604,-8.1111,-6.7676,-3.7131,1.28
-7.17,-2.69,5.2,-11.505,-7.7457,-6.172,-7.5876,-7.2232,-2.5285,1.24
4.92,2.14,-4.2,9.2289,5.5152,4.5531,6.9216,2.7464,3.204,1.21
3.36,-0.99,1.9,-0.1923,3.7846,3.5474,3.0166,4.0193,3.0775,1.07
-3.65,1.15,0.74,-3.2238,-1.8734,-2.3605,-3.9822,-3.5785,-3.3583,0.87
-3.24,-1.45,3.17,-5.67,-4.4504,-1.6534,-2.662,-4.4219,-0.3468,0.8
-5.86,0.48,6.08,-8.4014,-3.9993,-1.6574,-8.3138,-4.2812,-2.8885,0.92
-1.87,-0.22,3.78,-3.1604,-1.5155,0.5265,-2.9283,-1.4988,0.9435,0.98
3.27,1.49,-2.78,5.4039,4.5108,3.0147,4.6244,2.3799,1.4539,1.13
-3.99,0.47,1.82,-4.614,-3.3583,-1.9976,-4.5298,-3.3448,-3.5118,1.06
-3.09,-0.4,1.56,-4.5537,-2.6188,-2.2617,-3.4739,-2.1207,-2.6386,0.96
-3.19,0.85,0.17,-3.4598,-1.6005,-2.045,-1.6684,-5.2537,-2.7351,1.05
11.14,-4.09,1.18,7.3817,8.1853,7.4203,10.2553,12.4197,12.5799,0.76
1.29,2.86,0.33,2.1322,4.237,4.6798,1.4159,1.512,-0.4649,0.51
11.3,2.38,-3.71,15.3027,12.6664,11.0257,12.1932,10.6157,9.0549,0.59
4.67,4.8,-1.98,9.3931,7.7831,8.6302,6.461,1.6857,3.2716,0.63
0.55,-0.18,0.04,0.6269,0.5223,0.2148,0.47,0.4774,0.9648,0.67
3.6,2.72,-0.83,9.0271,4.7691,4.2574,2.0858,2.6063,5.1879,0.69
2.59,3.27,0.72,3.668,5.9564,6.5391,3.0148,1.7464,1.5871,0.62
2.82,1.78,2.08,2.0243,5.7275,5.6764,1.8596,3.8603,2.3704,0.63
6.67,0.52,0.62,7.1239,7.2768,6.9227,4.9944,8.3266,6.4313,0.71
0.52,6.13,-1.41,7.2442,4.6636,4.2965,-0.871,-0.5671,-0.7397,0.69
3.07,0.9,-3.92,4.9523,3.7451,1.6641,4.6091,3.0056,0.0557,0.67
-4.07,1.47,5.65,-6.5794,-0.7919,0.6281,-5.935,-3.39,-1.8394,0.74
-0.5,-4.29,5.55,-5.5637,-3.5798,-1.0688,-2.0815,0.2114,4.5265,0.76
0.91,0.59,1.12,-0.6792,1.7321,3.3043,1.8216,0.6755,0.0869,0.76
-3.44,-3.6,5.08,-9.7983,-5.156,-2.9208,-4.3468,-1.6677,-1.0725,0.76
2.16,2.04,-0.62,4.0173,3.5051,3.6618,2.1141,1.7183,1.2321,0.7
-1.78,-0.29,1.66,-3.8875,-1.1822,-0.5392,-1.4056,-1.8952,-1.4364,0.73
-1.92,-0.44,7.6,-4.9846,-1.0256,1.285,-6.0808,-0.1609,2.8494,0.76
-4.82,-1.7,3.35,-7.6887,-5.7031,-4.2789,-5.4517,-4.9534,-2.1625,0.71
0.63,0.07,0.49,-0.5748,0.6226,1.559,0.8438,0.8523,-0.309,0.73
-0.51,-1.2,1.29,-2.0694,-0.7167,-0.8287,-0.3548,-0.6512,0.9864,0.81
-5.97,0.04,0.26,-6.7403,-5.5641,-5.1424,-5.5886,-5.3095,-6.6764,0.78
1.82,-0.32,-2.62,3.7885,1.3374,0.2937,3.6616,0.7934,1.9223,0.75
-2.74,-2.22,0.49,-6.3978,-3.8067,-4.0825,-1.7957,-2.7096,-3.129,0.82
10.28,-0.24,-1.85,12.5372,9.4961,8.7012,10.4547,10.414,10.5955,0.83
-0.8,0.2,5.33,-3.5725,0.5916,1.4452,-3.2737,-1.2392,2.3648,0.86
-0.84,-1.22,0.5,-3.2288,-1.3836,-0.9585,-0.2384,-0.166,-1.4988,1
-1.76,-0.6,4.08,-5.2768,-0.9529,-0.3456,-2.9737,-2.056,0.2603,0.73
1.84,-0.6,-0.16,1.3953,1.027,1.4918,2.0301,2.0677,1.6041,0.64
7.99,3.27,-5.44,14.3741,9.2925,8.0302,9.4738,7.478,4.9399,0.65
1.22,0.76,-0.11,2.3483,2.2654,1.1536,0.7121,1.0863,1.6776,0.58
-0.84,-1.17,4.1,-3.9203,-1.8694,0.7799,-1.8919,-1.2307,1.6158,0.62
-0.96,0.15,3.73,-2.7555,-0.5376,0.9156,-2.5667,-1.4941,1.225,0.72
5.09,-2.24,-0.85,3.5838,3.4345,2.6088,5.2944,6.4784,4.5685,0.66
1.27,0.62,0.62,0.862,2.0162,2.1806,0.9827,1.3126,0.9118,0.55
-0.74,2.85,-1.68,2.161,1.8182,0.5112,-0.3942,-1.5843,-2.0949,0.62
-1.02,-0.35,2.27,-2.5553,-0.5646,-0.3734,-2.0882,-0.6193,0.2723,0.55
-4.54,-1.59,1.33,-7.9023,-4.8618,-4.7289,-4.4475,-3.3049,-4.9704,0.6
4.02,-1.56,0.79,2.5582,3.0763,2.6046,3.3353,4.7273,4.8617,0.65
6.48,0.23,-2.93,7.2508,6.3059,5.7181,8.4756,5.9752,4.145,0.61
3.88,-0.51,-1.59,4.3974,3.3619,2.5939,5.1448,2.98,3.7663,0.65
0.65,1.23,0.55,1.7118,0.9923,2.0428,0.2257,-0.1553,0.9912,0.56
7.13,-0.64,-0.93,6.8164,6.7619,6.0535,7.4744,7.7078,6.3821,0.53
4.88,-0.53,-0.44,3.6417,4.7404,4.6203,5.6154,5.2127,3.7498,0.6
-1.31,2.84,-2.93,1.8952,0.6198,-0.0928,0.0422,-2.3181,-3.8301,0.52
4.62,-1.32,-0.11,2.8622,4.773,3.0015,4.9564,5.0296,4.6041,0.49
1.03,-0.9,1.41,-0.5972,0.4424,1.4582,1.3063,0.6297,2.075,0.52
-6.45,-3.33,4.84,-11.217,-9.2975,-6.0587,-7.7046,-5.6807,-3.1868,0.52
6.07,-4.2,3.48,1.6926,3.1087,3.9796,4.3145,8.0675,8.9914,0.46
-8.6,2.28,3.22,-8.6943,-5.2713,-5.1654,-10.4962,-7.88,-7.5904,0.45
4.66,-2.41,-1.23,3.929,2.3466,1.4689,5.023,4.9313,5.0259,0.46
1.17,-1.93,-0.08,-0.3137,-0.9943,0.0846,1.6752,1.7776,1.1078,0.39
-3.27,0.09,0.33,-3.5713,-3.5141,-2.4496,-2.9737,-3.3988,-3.4264,0.49
12.47,-1.8,-3.17,12.0708,10.7044,8.7213,13.5284,12.8513,10.5312,0.42
4.39,3.48,-5.98,9.1709,6.3331,4.6308,7.056,3.007,-0.3718,0.43
1.64,0.37,1.59,0.8411,2.1719,3.1932,1.1918,1.867,2.024,0.47
-2.11,-1.69,-0.31,-3.1155,-3.4694,-4.0897,-2.2783,-1.3911,-1.9266,0.44
0.11,-0.52,0.17,-0.6829,-0.3688,0.3755,1.094,-0.6016,0.3769,0.38
3.94,-2.21,1.01,0.9849,2.7387,2.9795,4.1745,4.9652,4.1988,0.48
3.85,-0.7,0.63,1.7243,2.8146,4.8208,5.1234,3.0415,3.2872,0.46
3.52,-0.74,-0.91,2.4041,3.3104,2.4763,4.2088,3.8786,2.3094,0.47
-2.59,0.52,0.28,-3.0186,-1.7101,-1.8494,-2.3805,-2.7535,-2.9943,0.45
-23.24,-8.38,4.29,-32.9695,-28.5761,-28.1829,-23.779,-20.8262,-19.9809,0.6
-7.77,2.78,3.14,-7.0651,-4.2974,-3.7872,-9.1453,-8.1908,-6.1448,0.35
6.81,0.14,-4.48,8.8991,6.5595,4.2312,8.7808,6.0154,4.4856,0.39
4.21,-0.76,5.09,1.8736,4.606,6.081,1.7733,5.3321,7.742,0.29
4.75,3.33,-1.68,7.9829,7.5035,6.5905,4.9605,4.1436,2.9907,0.46
-2.27,6.13,0.71,3.2731,3.4533,2.8333,-3.5265,-3.6441,-1.6724,0.44
0.56,0.96,1.68,0.9103,1.4819,2.0909,-1.1051,1.6297,1.0834,0.46
-0.29,-2.63,2.31,-3.4344,-2.298,-0.9403,-0.5093,0.123,1.6164,0.51
4.79,2.16,-1.07,7.1192,6.4654,5.7922,4.2846,5.148,3.4751,0.49
-1.25,-0.21,2.26,-2.9486,-0.6104,-0.1902,-2.0534,-0.7785,-0.2888,0.51
-3.31,0.12,2.17,-4.7009,-2.2553,-1.8327,-3.4666,-3.7101,-1.9857,0.59
3.3,-1.33,-0.7,1.9989,2.3021,2.0319,4.4588,2.8475,3.0236,0.62
1.15,-2.89,1.72,-2.6549,-0.6332,0.0235,1.6752,1.309,2.4335,0.61
-2.29,-1.77,1.21,-4.4011,-3.1886,-3.3073,-2.2471,-2.4262,-0.9287,0.57
1.49,1.89,-1.42,3.2316,3.2109,2.425,2.1456,0.9309,0.1131,0.63
6.1,-2.12,0.53,3.8007,3.953,4.903,6.5232,6.016,6.4818,0.55
-2.25,2.78,0.94,-0.1456,0.1491,0.7526,-2.9505,-2.6586,-1.9717,0.61
1.57,0.74,0.49,1.8734,2.3336,2.7747,1.8496,0.973,1.9294,0.67
4.33,-0.55,-1.45,4.19,3.6805,3.2565,5.3251,4.1023,3.3522,0.67
3.35,0.04,-0.74,3.862,2.9596,3.2321,3.9907,2.7902,3.1488,0.79
-1.35,-1.01,2.18,-3.8018,-1.4609,-0.7998,-1.6662,-1.0422,-0.312,0.71
7.2,-4.02,-2.87,3.7915,3.364,2.7439,10.0874,6.4836,5.396,0.7
1.44,0.47,0.7,1.8965,2.0871,1.7621,0.3438,2.1041,1.88,0.74
-0.76,0.3,-1.28,0.6877,-0.5096,-1.4316,-0.1192,-1.4747,-0.5658,0.65
-3.67,-3.26,-1.02,-5.724,-6.4293,-7.045,-2.074,-4.5548,-2.7937,0.68
1.03,-1.28,-1.09,-0.0314,0.1004,-0.8803,1.6929,0.9595,0.3665,0.69
1.16,-2.38,0.27,-0.4838,-1.0329,-0.8117,1.0751,1.8104,1.9404,0.61
-7.85,-1.3,0.81,-9.7775,-8.2485,-8.5715,-8.0757,-6.9497,-7.6632,0.57
1.11,1.02,0.63,2.669,2.0337,1.7158,-0.2391,1.6342,1.9695,0.57
1.83,1.52,-2.91,3.8059,3.177,1.6488,3.5057,0.7309,-0.1642,0.64
-3.36,-0.51,-2.52,-3.6163,-3.7721,-5.0663,-1.5868,-4.1559,-5.1855,0.69
8.42,-2.54,-3.75,7.8598,5.703,3.7084,10.1405,7.95,6.7903,0.68
-1.09,1.4,-2.02,0.5132,-0.1876,-0.7013,0.6409,-3.0256,-2.1887,0.63
-1.9,-3.21,-0.02,-5.1648,-4.4456,-4.9309,-1.9568,-0.7154,-2.2407,0.68
-10.15,-3.59,1.58,-15.3812,-12.9072,-12.0202,-10.3774,-8.5829,-10.5871,0.66
-6.12,-3.64,0.77,-10.8896,-8.9378,-8.7153,-6.3406,-4.3003,-6.9734,0.6
-1.92,-5.53,0.24,-6.6162,-6.2877,-6.565,-0.337,-2.6423,0.0954,0.68
6.35,0.34,-3.14,8.4203,5.9236,4.3335,6.8053,6.2259,4.6188,0.57
2.46,0.78,-1.6,3.5769,2.8824,2.1859,3.1486,1.8024,1.3443,0.6
4.69,3.81,-1.83,8.8151,7.7759,7.1773,5.8032,2.7363,3.7865,0.52
7.19,3.94,-0.53,11.2053,9.7601,10.8463,7.3278,6.0428,6.6195,0.48
2.65,3.91,-1.21,7.3557,4.7943,6.1798,3.5838,0.674,2.3302,0.44
-0.28,0.49,1.37,-1.1447,0.8219,1.0419,-0.7825,0.2667,-0.2216,0.53
3.65,-0.33,-0.56,3.85,4.3548,2.1883,4.1997,2.4344,4.7489,0.47
-4.94,0.07,1.23,-5.7492,-3.6606,-4.4839,-5.29,-4.7286,-4.0955,0.42
4.24,-0.94,-1.3,3.7334,3.0586,2.4701,4.9337,3.5531,3.6055,0.49
2.32,1.61,-0.78,3.9568,2.6541,3.8825,2.8967,1.3604,1.4119,0.46
-1.59,1.65,-0.96,0.765,0.2136,-1.47,-2.6621,-0.4158,-2.3554,0.46
1.29,0.91,-0.44,2.6914,2.1701,1.5361,1.0748,1.2496,1.3463,0.42
-4.19,-0.48,-1.92,-5.192,-4.1528,-5.9129,-2.8862,-4.9072,-6.0129,0.39
10.84,-2.22,-4.01,9.7904,6.3547,7.1683,14.056,7.2622,8.6548,0.38
-0.59,8.48,4.56,7.2882,7.1104,10.2068,-2.5919,-1.8502,3.6172,0.34
1.09,0.88,6.37,0.4889,2.5599,6.7427,0.0988,0.4604,6.5833,0.28
-2.66,-1.04,3.66,-6.6927,-1.5788,-1.0233,-3.106,-1.62,-1.4575,0.34
1.07,-6.12,4.3,-5.8821,-2.7287,-1.3404,-0.1491,4.649,3.9044,0.32
0.3,0.39,1.26,-0.9381,0.6356,2.2166,0.6,0.1817,-0.0394,0.28
-2.34,-3.1,3.4,-6.4937,-3.5381,-3.0285,-2.8202,-1.467,0.5124,0.32
3.77,-0.43,-0.52,2.3059,3.0462,3.5164,4.0352,4.3476,1.7752,0.31
-2.38,-0.1,-1.02,-4.5757,-1.787,-2.872,-1.3983,-2.386,-5.1476,0.26
1.19,0.56,-0.2,1.2112,2.1891,1.2019,1.3615,0.5878,0.9631,0.26
1.02,2.04,-2.1,4.1478,2.2673,1.4171,2.1624,-1.1508,0.6911,0.23
4.13,3.68,-1.48,9.3995,6.2003,6.4558,4.3533,2.3269,4.3301,0.23
1.53,1.65,2.54,2.3011,3.3782,4.66,0.4143,1.8415,3.1263,0.28
0.93,2.03,5.87,1.0779,3.7666,6.3263,-1.3392,1.2673,5.1587,0.23
0.12,-3.43,6.42,-6.5979,-0.3066,0.8688,-2.5107,3.892,2.8623,0.22
2.3,0.24,1.23,1.8747,2.2918,3.3864,1.5277,2.834,2.473,0.25
-3.05,-0.69,2.61,-3.9809,-2.7881,-2.8395,-5.2567,-1.1058,-1.1765,0.24
2.89,1.95,-3.42,6.4285,3.0001,2.8533,3.7812,2.1415,0.514,0.22
0.31,-0.29,2.63,0.4716,0.2193,1.2746,-1.2734,0.9444,3.177,0.25
-0.34,0.94,3.23,-0.6044,1.2385,2.0181,-2.4602,0.9031,1.3867,0.24
3.71,0.3,-0.4,3.7311,4.4335,3.082,3.354,3.7924,3.2052,0.25
-0.12,3.11,-0.46,2.9818,2.0517,2.2807,-1.0146,0.2297,-1.2374,0.26
1.41,1.45,-1.57,3.6533,1.4822,2.4128,2.7569,-0.4217,0.8603,0.22
-1.89,-1.41,-0.26,-3.5416,-2.9723,-2.6382,-0.2988,-2.8952,-1.714,0.25
1.65,1.22,0.61,2.3564,3.6441,2.5161,1.1497,1.5122,2.2014,0.23
2.87,0.11,2.1,1.67,2.659,4.8071,1.755,4.2214,2.8255,0.25
-2.55,2.7,-1.37,-1.1213,0.6036,-1.1169,-1.8423,-3.315,-4.5889,0.21
-4.78,-0.98,1.3,-6.4865,-5.0992,-4.6105,-4.9589,-4.0585,-4.2367,0.27
0.68,-0.92,1.65,-1.0678,0.37,1.098,0.1109,1.7982,1.2494,0.27
0.58,-2.01,0.13,-2.8538,-1.3422,-0.2776,1.177,1.5235,-1.1424,0.31
-3.03,-0.48,1.76,-5.0627,-2.3901,-2.3542,-3.3598,-2.4682,-2.5539,0.31
2.82,-1.73,0.58,1.2055,1.0741,1.8675,2.7682,3.2857,3.2733,0.28
4.01,1.35,-2.81,6.8712,4.1781,3.7045,5.4166,2.3423,2.9592,0.37
-2.31,2.83,-1.89,0.2104,-0.4179,-0.7592,-1.5626,-3.5318,-4.3681,0.37
1.34,-2.35,-1.76,0.2309,-0.4329,-2.1859,1.8705,2.018,0.7647,0.38
-4.04,0.27,-0.96,-4.2502,-3.64,-4.0531,-3.3415,-3.9591,-5.4536,0.37
0.86,0.04,0.55,0.3249,1.4308,1.1468,0.9686,0.5639,1.2406,0.44
1.8,-2.65,0.82,-1.5329,-0.9157,0.7357,1.7617,3.3566,1.1236,0.42
3.63,-0.67,1.07,3.3707,2.5272,3.9418,3.6856,2.9167,5.2623,0.4
2.19,-0.71,-1.07,2.268,1.5113,0.6487,2.5379,1.9972,2.0089,0.46
2.11,-0.62,2.26,0.5166,2.7816,2.6751,1.6195,2.2321,3.9861,0.44
2.9,-2.2,1.7,0.3466,1.0892,2.4676,3.0769,3.0611,4.3533,0.54
2.72,2.93,-2.29,6.9137,4.4405,3.6329,3.2809,0.9378,1.9828,0.47
3.72,2.09,-1.69,7.509,4.1652,4.5204,3.4851,3.3611,3.0891,0.45
0.55,1.58,2.67,1.5143,2.3765,3.5566,-0.537,0.49,2.766,0.47
3.35,-2.06,-0.76,1.9705,1.6585,1.0558,4.1966,3.0874,3.5868,0.43
-1.52,-3.74,-0.72,-6.2324,-5.6113,-4.2118,0.0259,-1.4184,-3.4324,0.47
3.96,-1.17,0.9,3.2024,2.7228,3.5348,3.5524,4.3965,5.0151,0.42
1.03,0.56,0.84,1.4022,2.0994,1.6923,-0.034,2.1731,1.3613,0.49
2.26,-2.68,0.4,-0.2969,-0.3078,0.445,2.5514,2.7186,2.6073,0.43
1.33,1.9,-1.38,4.4359,1.8019,2.5338,1.5135,0.9164,0.6507,0.39
0.73,1.29,1.03,2.0365,2.244,2.2135,-0.3355,1.4219,1.5376,0.39
2.06,4.93,-3.91,8.2857,4.2098,4.1904,2.5099,0.6096,-1.219,0.46
2.36,3.06,-1.19,5.5922,4.2047,4.7779,3.3076,0.3355,1.7382,0.42
-1.14,-3.6,1.58,-6.443,-3.154,-2.8364,-0.3368,-0.509,-0.7785,0.4
-5.97,-3.84,4.47,-14.2116,-6.7305,-6.0279,-5.94,-4.3096,-5.1898,0.45
2.77,2.31,-0.41,6.6544,4.2985,4.235,1.6479,3.3555,3.2403,0.41
5.01,-0.9,-3.19,4.8645,2.045,2.6312,6.3159,3.7713,2.1601,0.44
0.86,-4.45,5.07,-5.4622,-0.4932,0.4312,0.3451,2.8989,4.5918,0.42
